article_id,new_general_yi,new_special_yi,refinance_yi
60716,0.0,0.0,64.22
60915,100.0,0.0,0.0
60454,18.47,130.3,0.0
60447,0.0,179.0,86.61
60442,0.0,0.0,180.59
64958,80.0,0.0,199.0
60439,0.0,0.0,61.23
60434,0.0,0.0,315.09
60429,0.0,0.0,0.0
60411,0.0,0.0,25.32
60347,20.0,0.0,10.34
60900,86.22,0.0,249.52
63776,0.0,0.0,0.0
60298,30.5,60.0,75.0
60282,0.0,0.0,165.71
60281,0.0,0.0,122.51
60280,0.0,0.0,93.96
60271,127.03,0.0,194.55
60270,30.0,0.0,110.66
60268,68.2,153.59,36.0
60265,0.0,0.0,0.0
60254,0.0,0.0,215.1
64956,0.0,0.0,0.0
60207,0.0,0.0,306.79
60198,68.59,0.0,42.37
60193,20.1,0.0,48.05
60189,0.0,332.15,101.4
60178,1.16,10.3,101.5
60174,0.0,0.0,0.0
60169,0.0,0.0,0.0
60630,0.0,0.0,596.74
60625,0.0,120.0,275.32
61072,0.0,0.0,136.0
60588,0.0,100.0,0.0
63777,0.0,305.85,349.97
60751,0.0,500.0,181.0
60632,0.0,200.0,117.0
60537,0.0,300.0,269.0
60473,0.0,0.0,0.0
60901,39.22,47.52,0.0
60155,0.0,359.15,290.19
60154,0.0,300.0,0.0
60715,0.0,0.0,65.37
60568,0.0,0.0,419.32
60120,162.26,98.11,0.0
60111,0.0,167.1,44.68
60108,0.0,0.0,0.0
60107,0.0,0.0,168.0
60106,24.8,127.13,9.0
60124,0.0,0.0,197.96
60318,0.0,365.71,75.69
60748,0.0,0.0,0.0
60103,6.0,270.0,0.0
60102,0.0,0.0,489.5067
63775,0.0,127.25,188.74
60099,0.0,0.0,0.0
64954,0.0,286.0,0.0
60069,0.0,0.0,0.0
60068,198.0,567.81,288.08
60070,0.0,400.0,163.0
59990,149.31,117.0,83.45
59981,0.0,0.0,36.4023
59978,27.12,78.0,110.83
59949,14.0,0.0,0.0
59941,0.0,185.32,0.0
59938,0.0,0.0,22.0
59930,0.0,0.0,240.45
59925,0.0,100.0,0.0
60559,0.0,0.0,375.58
59905,11.0,0.0,0.0
59899,0.0,0.0,0.0
60127,0.0,429.21,172.0
59914,0.0,100.0,0.0
59895,0.0,200.0,138.0
59894,0.0,300.0,0.0
59891,20.34,100.0,42.83
59890,20.34,0.0,0.0
59889,149.31,0.0,9.83
62511,0.0,429.21,172.0
60123,0.0,300.0,0.0
63774,0.0,0.0,0.0
59900,6.0,100.0,0.0
60095,0.0,0.0,0.0
59879,0.0,500.0,0.0
59867,0.0,0.0,60.55
59865,0.0,0.0,382.68
59864,130.0,0.0,0.0
64952,59.55,0.0,196.68
62510,158.7,0.0,0.0
59850,100.0,300.0,65.0
59844,0.0,0.0,
59827,,,
59826,0.0,0.0,0.0
59753,228.0,0.0,0.0
59748,0.0,0.0,39.0
59763,0.0,0.0,0.0
59635,0.0,0.0,0.0
59631,0.0,900.0,216.72
59630,0.0,0.0,0.0
59901,158.7,0.0,0.0
60094,0.0,0.0,0.0
59888,0.0,0.0,246.82
63773,236.0,0.0,0.0
59599,0.0,0.0,9.83
59570,0.0,0.0,0.0
61351,0.0,37.43,0.0
61350,0.0,0.0,145.09
61349,5.0,58.26,19.77
61325,0.0,38.0,125.22
61298,0.0,0.0,0.0
61297,0.0,141.46,304.1
61296,0.0,0.0,421.9
61288,0.0,0.0,0.0
61066,0.0,0.0,122.36
61065,0.0,416.56,0.0
61064,0.0,0.0,319.81
61063,139.03,191.98,18.0
61062,0.0,72.37,23.42
61061,0.0,0.0,0.0
61060,0.0,277.86,71.55
60954,0.0,0.0,0.0
60953,0.0,0.0,0.0
60952,0.0,0.0,41.58
60951,0.0,90.86,15.0
60950,0.0,0.0,31.75
60949,0.0,89.14,0.0
60948,16.0,0.0,62.03
60947,0.0,0.0,66.61
60850,0.0,0.0,0.0
60849,0.0,64.31,114.51
60848,28.81,66.21,0.0
60847,108.52,27.21,91.93
60846,12.7,61.78,278.15
60845,0.0,0.0,0.0
60844,27.95,275.78,180.95
60843,0.0,45.74,194.89
60842,39.14,82.82,112.09
60841,52.1,208.23,0.0
60826,0.0,0.0,0.0
60825,0.0,0.0,0.0
60823,0.0,0.0,0.0
60774,0.0,0.0,0.0
60739,0.0,100.0,0.0
60738,0.0,0.0,63.96
60737,0.0,0.0,0.0
60736,9.53,170.67,85.18
60735,2.1,3.51,48.88
60734,4.8,30.82,0.0
60733,0.0,0.0,0.0
60732,0.0,0.0,84.56
60641,0.0,18.26,51.69
59555,0.0,18.26,51.69
59510,59.27,107.58,0.0
59509,0.68,610.94,497.74
59502,0.0,344.87,643.26
59501,0.0,108.11,235.18
59500,0.0,27.76,246.33
59499,0.0,143.85,271.98
59498,0.0,363.31,0.0
59495,0.0,62.69,405.98
59494,0.0,129.08,0.0
59493,129.0,144.29,481.32
59490,0.0,363.31,0.0
59489,78.0,0.0,0.0
59488,100.51,0.0,0.0
59474,0.0,0.0,2.0
59473,0.0,86.04,678.59
59456,20.0,65.05,15.33
59454,20.0,65.05,15.33
59430,0.0,0.0,41.56
59429,45.17,0.0,61.15
59428,50.9,0.0,45.36
59427,0.0,185.54,0.0
59426,0.0,0.0,358.78
59425,161.0,0.0,139.36
59424,0.0,45.0,131.73
59423,0.0,200.0,239.99
59422,0.0,0.0,0.0
59421,0.0,0.0,0.0
59705,0.0,0.0,0.0
59538,20.0,0.0,148.46
59303,0.0,0.0,60.0
59293,0.0,0.0,0.0
59291,0.0,17.95,0.0
59280,0.0,0.0,1.0
59275,0.0,43.7,48.7337
59274,0.0,0.0,218.77
59266,0.0,10.0,242.88
59264,0.0,40.4,1.0
59246,9.84,0.0,0.0
59245,20.95,0.0,0.0
59244,,,17.8
59240,,,
59238,6.75,9.52,50.83
59233,19.33,90.8,948.04
59231,0.0,0.0,197.1
59212,0.0,0.0,0.0
59194,0.0,0.0,0.0
59193,0.0,0.0,0.0
59419,0.0,20.2,121.3
59414,5.9,0.0,68.5789
59376,0.0,15.67,120.79
59356,0.0,10.0,0.0
59355,,,
59715,0.0,0.0,114.98
59337,0.0,0.0,0.0
59331,0.0,116.4,0.0
59155,20.0,0.0,620.0
59141,0.0,0.0,22.83
59139,0.0,0.0,22.57
59131,19.6,278.2,56.0
59021,0.0,0.0,156.0
59714,9.52,41.45,1.0
59011,0.0,0.0,0.0
59010,0.0,0.0,0.0
59005,0.0,0.0,0.0
59004,0.0,0.0,0.0
59001,0.0,0.0,0.0
61311,0.0,0.0,0.0
59074,0.0,0.0,254.11
59112,0.0,0.0,0.0
60780,0.0,282.0,92.01
58985,0.0,0.0,261.0
58982,0.0,0.0,22.83
58978,0.0,116.4,0.0
59316,7.17,0.0,201.77
63795,0.0,416.56,0.0
58968,100.83,39.5,69.41
58967,40.2,9.2,0.0
58966,1.65,8.8,425.33
58965,18.0,19.0,0.0
58964,0.0,7.3,382.24
58963,0.0,0.0,0.0
58962,0.0,14.2,81.04
58961,0.0,27.4,1.5
58955,12.95,19.2,0.0
58951,23.75,198.25,168.0
58969,0.0,0.0,0.0
58970,0.0,0.0,44.11
58939,5.9,0.0,38.58
58938,0.0,17.23,80.0
58934,0.0,0.0,7.3566
58937,178.83,164.42,0.0
58917,10.5,0.0,60.0
58903,0.0,0.0,172.06
58899,0.0,0.0,0.0
58882,0.0,191.38,0.0
58881,31.72,66.75,0.0
58880,47.35,179.1,167.35
58879,0.0,124.48,0.0
58878,0.0,89.86,0.0
58877,0.0,127.73,167.59
58865,24.11,189.81,65.56
58850,0.0,0.0,0.0
58849,0.0,0.0,10.61
60883,0.0,0.0,0.0
58835,0.0,0.0,107.3
58659,0.0,0.0,55.62
58647,0.0,311.54,796.9162
58645,0.0,24.46,328.09
58644,27.43,120.78,0.0
58643,62.02,142.17,0.0
58642,0.0,110.74,158.7
58641,0.0,62.39,34.57
58640,0.0,95.1,116.0
58639,0.0,459.65,0.0
59315,15.76,197.46,905.55
59111,0.0,0.0,0.0
60779,16.34,114.25,255.99
58749,0.0,0.0,177.3
58702,,,
58672,0.0,0.0,0.0
58671,0.0,0.0,0.0
58670,115.66,1.0,585.92
58669,0.0,0.0,209.98
58667,9.0,0.0,494.0
58660,62.0,288.7,0.0
63794,0.0,0.0,319.81
58625,0.0,11.52,0.0
58732,0.0,0.0,328.0436
58543,90.0,0.0,63.71
58519,19.6,45.5,0.0
58493,0.0,0.0,0.0
58492,0.0,0.0,47.11
58487,24.11,72.04,65.56
58486,0.0,0.0,327.84
58454,34.0,150.0,72.93
58755,0.0,14.0,0.0
58715,0.0,341.76,443.19
58706,6.82,52.0,25.95
58701,0.0,0.0,211.8942
58695,0.0,61.92,0.0
58694,0.0,180.0,0.0
58685,0.0,27.31,22.0
58682,0.0,423.14,78.85
58676,0.0,0.0,282.0
58436,68.0,78.0,39.0
58435,0.0,0.0,139.0
58382,0.0,34.0,0.0
58347,5.0,131.3,34.69
58315,0.0,156.0,0.0
58309,0.0,97.6,41.75
58302,15.7149,124.92,210.5676
59110,0.0,18.91,0.0
58627,0.0,670.55,216.03
61310,9.0,186.0,0.0
58804,51.93,115.03,0.0
63793,139.03,191.98,18.0
58293,,,
58291,2.0,86.0,57.37
58824,0.0,0.0,0.0
58266,0.0,0.0,120.73
58260,0.0,0.0,817.12
58259,0.0,0.0,0.0
58237,0.0,40.1,147.16
58227,5.9,16.73,36.18
58082,190.63,0.0,181.68
59713,47.74,225.5,151.03
61309,0.0,0.0,0.0
58171,59.0,425.48,187.84
63792,0.0,72.37,23.42
60771,37.28,81.23,143.19
58058,33.0,0.0,0.0
58030,2.0,86.0,0.0
58020,81.0,80.0,269.81
58014,0.0,0.0,183.7
58188,16.68,25.65,0.0
60882,0.0,0.0,0.0
58183,75.8836,506.0,0.0
58731,184.8311,530.314,331.9334
59109,80.0,57.09,502.6
58147,30.0,5.31,0.0
58115,67.2,59.7,115.0
58108,0.0,31.0,378.6568
58097,30.0,528.0,802.0
58093,87.0,792.09,168.51
58013,131.94,553.2,84.68
58012,0.0,0.0,0.0
58011,0.0,0.0,12.1
58010,0.0,215.52,0.0
58009,0.0,0.0,0.0
58008,36.06,180.28,38.56
57994,0.0,379.77,166.42
57987,19.67,12.06,0.0
57993,0.0,0.0,86.99
58583,0.5,460.17,237.39
57893,0.0,12.35,86.74
57892,4.2,42.1,0.0
57858,7.5,31.0,102.03
57800,25.31,97.32,29.64
57706,65.3,314.5,0.0
57691,0.0,0.0,109.63
58461,,,
57647,2.0,86.0,90.2836
57646,174.0,300.0,125.6
59108,0.0,0.0,0.0
61308,0.0,155.0,0.0
57630,,,
57629,190.63,153.53,242.13
63791,0.0,0.0,0.0
60770,34.22,188.01,0.0
57619,0.0,314.22,0.0
57794,0.0,0.0,366.66
57611,32.49,529.0,105.23
57601,0.0,0.0,72.18
57155,0.0,0.0,334.21
57153,0.0,472.0,300.63
57152,119.0,0.0,0.0
58549,0.0,0.0,291.74
57151,47.0,12.0,0.0
60881,0.0,278.78,0.0
57850,0.0,0.0,216.13
57133,0.0,296.07,259.27
57121,75.0,187.15,181.55
57114,0.0,0.0,260.0
57598,0.0,0.0,0.0
57567,0.0,100.81,356.36
58582,147.88,390.83,315.2
57528,0.0,0.0,0.0
57527,22.43,773.22,271.37
57526,49.27,553.79,524.54
57525,0.0,0.0,0.0
57524,0.0,0.0,214.99
57522,135.3,1.0,0.0
58730,24.57,133.662,258.8558
57450,0.0,0.0,199.59
58729,25.035,0.0,168.19
57344,0.0,50.0,33.2
61307,0.0,0.0,0.0
57815,0.0,471.73,149.3
57332,0.0,142.88,219.21
57326,0.0,0.0,557.8
57323,190.63,129.48,242.13
57320,100.0,296.0,172.88
59105,0.0,0.0,0.0
63790,0.0,277.86,71.55
57315,,,
57314,,,
57308,0.0,264.85,198.35
57304,0.0,0.0,22.76
57283,0.0,0.0,72.6
57277,0.0,400.0,150.19
57224,0.0,0.0,0.0
57223,0.0,147.4,23.83
57113,0.0,115.13,0.0
57103,0.0,0.0,0.0
57102,105.0,0.0,0.0
57094,0.0,49.93,166.13
57078,0.0,0.0,0.0
59104,0.0,0.0,0.0
61306,7.0,312.51,0.0
57073,0.0,0.0,191.31
63789,0.0,142.88,219.21
57316,11.47,19.28,0.0
57053,124.59,109.15,49.22
57052,14.21,198.75,0.0
57142,0.0,278.78,321.76
57020,0.0,27.25,0.0
57017,0.0,0.0,302.4
57019,14.0,0.79,26.93
56999,0.0,162.0,57.852
56977,0.0,0.0,76.29
56976,87.0,755.0,0.0
58548,0.0,0.0,178.0
56929,0.0,0.0,52.8
56926,0.0,0.0,423.8
58727,0.0,239.32,201.64
57849,0.0,0.0,158.53
56836,81.1,109.8,0.0
56835,35.9,87.2,60.2
56834,0.0,0.0,0.0
56829,3.7,106.4,0.0
56824,,,
57120,0.0,99.61,402.85
56616,0.0,159.0,0.0
56615,0.0,0.0,263.67
61303,0.0,61.38,0.0
56630,,,
60775,0.0,0.0,0.0
57751,137.0,324.0,0.0
56773,40.0,1.21,20.79
56899,198.0,371.75,0.0
56905,11.7,0.0,0.0
56605,0.0,22.0,0.0
56760,0.0,60.78,5.95
56743,0.0,166.81,195.75
56742,232.08,220.21,0.0
56724,0.0,138.5,264.74
56719,41.0,9.0,0.0
56708,0.0,796.94,0.0
57848,0.0,314.87,176.74
56685,0.0,114.51,0.0
56684,177.0,264.39,0.0
56671,145.0,802.78,78.95
58546,0.0,0.0,238.29
56591,25.2,217.64,0.0
63787,3.7,106.4,0.0
56580,0.0,116.0,227.6
56572,67.0,0.0,119.82
56543,64.0,41.9,0.0
56519,0.0,0.0,404.28
57847,0.0,425.77,0.0
56449,60.8,175.72,0.0
61302,0.0,58.11,0.0
59103,0.0,0.0,0.0
61304,0.0,114.27,0.0
58547,0.0,0.0,165.28
57117,6.55,0.0,112.41
63788,0.0,49.93,166.13
56811,0.0,0.0,0.0
56800,0.0,62.0,0.0
56788,0.0,277.78,0.0
56785,14.0,30.0,0.0
56781,42.0,44.0,0.0
57672,0.0,0.0,168.12
57671,0.0,0.0,36.93
57670,0.0,30.0,0.0
57669,0.0,0.0,0.0
57668,0.0,0.0,14.64
57667,0.0,0.0,0.0
57666,80.0,498.0,488.5
57665,23.45,21.0,0.0
57664,17.19,63.4,422.26
57663,0.0,0.0,0.0
59102,0.0,0.0,0.0
56429,,,
56596,0.0,263.88,0.0
56692,12.86,0.0,0.0
56436,134.37,76.52,0.0
56529,0.0,0.0,0.0
63786,0.0,166.81,195.75
56414,7.0,103.0,0.0
58545,88.0,129.94,0.0
56399,12.0,0.0,0.0
57662,28.36,176.6,14.0
57661,0.0,0.0,849.16
57521,0.0,0.0,0.0
57520,0.0,0.0,103.35
57519,0.0,235.0,83.28
57518,0.0,0.0,0.0
57517,0.0,0.0,338.65
57516,0.0,0.0,356.84
57515,68.64,649.2,93.31
57514,132.0,1.0,231.61
56381,0.0,0.0,0.0
56376,0.0,0.0,0.0
56375,41.0,171.6,0.0
56371,14.0,0.0,0.0
58726,0.0,811.45,0.0
56335,152.0,0.0,0.0
57846,0.0,247.27,341.8
60880,172.0,172.22,98.99
56275,,,
61301,0.0,0.0,0.0
57234,0.0,241.0,0.0
57233,37.0,0.0,17.91
57232,0.0,0.0,0.0
57231,0.0,0.0,0.0
57230,0.0,139.1,0.0
57229,31.0,67.9,0.0
57084,0.0,0.0,47.0
57083,89.0,28.0,130.0
57082,78.0,0.0,0.0
57051,0.0,0.0,16.35
57050,50.66,93.0,61.55
57049,21.43,0.0,47.84
57048,56.76,375.6,185.84
57047,4.99,29.33,64.32
56747,206.2,861.45,124.09
56741,0.0,0.0,21.0
56740,0.0,242.0,93.89
56738,0.0,0.0,22.21
56737,0.0,0.0,152.21
56735,0.0,119.23,223.6
56734,0.0,0.0,70.21
56733,0.0,569.11,0.0
56732,0.0,56.21,0.0
56731,184.0,0.0,0.0
56374,0.0,65.0,216.57
56284,0.0,0.0,0.0
56277,0.0,0.0,0.0
56276,0.0,0.0,32.4
56236,0.0,0.0,4.21
56196,0.0,0.0,53.1
56267,197.0,80.0,0.0
63785,232.08,220.21,0.0
57845,227.0,351.09,0.0
59591,0.0,0.0,0.0
59590,0.0,47.54,48.91
59589,3.05,46.72,72.21
59588,0.0,12.89,0.0
59587,0.0,21.01,174.11
59585,0.0,103.16,81.0
59583,21.5,318.55,4.75
59582,0.0,65.96,89.26
59581,0.0,38.1,152.15
59580,0.0,0.0,31.55
59579,27.0,87.15,0.0
59578,0.0,0.0,0.0
57952,0.0,0.0,50.04
57791,0.0,7.23,0.0
57790,29.0,14.51,0.0
57789,22.0,2.9,0.0
56190,0.0,0.0,0.0
56204,0.0,36.18,109.86
56148,,,
56173,0.0,0.0,0.0
59040,0.0,0.0,0.0
57750,0.0,26.1,0.0
56595,0.0,0.0,340.3
56124,0.0,0.0,0.0
56581,0.0,0.0,7.16
56082,0.0,0.0,138.35
56078,0.0,85.28,78.63
56067,0.0,0.0,0.0
56065,0.0,0.0,0.0
56058,0.0,295.82,0.0
58744,32.1763,80.0,103.265
56002,0.0,374.0,0.0
56001,0.0,0.0,195.57
56000,0.0,0.0,94.21
55999,0.0,0.0,83.62
55951,0.0,27.0,13.04
57513,0.0,0.0,0.0
57512,59.29,502.12,0.0
57511,0.0,0.0,0.0
57510,95.71,1.0,0.0
57252,0.0,0.0,0.0
57239,0.0,0.0,9.2
57238,0.0,40.0,43.37
57237,0.0,0.0,0.0
57236,0.0,0.0,40.19
57235,0.0,0.0,35.63
56370,0.0,0.0,0.0
58741,0.0,314.0,167.137
55882,0.0,12.0,65.25
55846,,,
55837,0.0,0.0,198.97
55834,0.0,64.0,33.81
55984,0.0,0.0,0.0
56159,3.7,10.0,0.0
59062,0.0,0.0,0.0
56233,0.0,0.0,149.0
56205,0.0,20.03,76.45
56462,0.0,0.0,27.51
55797,0.0,67.0,116.42
55779,68.0,74.9,102.67
55773,0.0,0.0,96.76
56369,0.0,1.6,363.37
55743,0.0,20.24,0.0
55733,0.0,215.0,0.0
55724,0.0,0.0,120.07
55712,,,
55904,0.0,0.0,72.75
55996,0.0,214.0,0.0
59038,0.0,356.0,166.36
55697,0.0,33.0,198.97
55944,1.3,19.97,98.49
56232,1.44,33.0,248.6
55688,0.0,0.0,96.76
56583,0.0,127.0,0.0
58740,0.0,0.0,172.847
57749,0.0,140.5,366.3
55650,0.0,0.0,80.67
56368,0.0,73.4,122.39
55631,0.0,0.0,441.81
58739,12.0,0.0,157.581
55575,0.0,50.0,0.0
55568,0.0,0.0,103.22
55565,0.0,0.0,0.0
55562,,,
55967,0.0,0.0,0.0
59037,0.0,0.0,121.35
55694,0.0,0.0,217.35
55539,0.0,0.0,0.0
55536,0.0,0.0,71.64
56461,0.0,0.0,103.62
55490,0.0,0.0,94.21
55489,0.0,0.0,83.62
55483,45.0,0.0,0.0
55467,164.43,0.0,125.98
55466,0.0,831.57,199.99
55465,149.0,126.14,0.0
55500,37.14,0.0,0.0
55966,0.0,0.0,441.0
55652,0.0,20.0,15.36
55368,,,
55359,57.0,194.96,60.42
55352,77.21,620.0,161.22
55348,0.0,0.0,27.95
56582,0.0,0.0,0.0
55343,29.0,14.51,0.0
55319,35.74,155.33,168.02
55464,0.0,31.82,0.0
55463,0.0,87.67,0.0
55462,0.0,333.8,0.0
55461,0.0,0.0,0.0
55441,0.0,0.0,208.71
56367,0.0,0.0,160.0
55406,0.0,0.0,418.53
55387,0.0,0.0,157.11
55383,0.0,0.0,40.0
56366,0.0,0.0,35.99
55191,0.0,56.0,0.0
55101,0.0,0.0,156.82
55100,67.0,555.0,0.0
55042,,,
55037,136.0,161.63,0.0
55036,0.0,697.32,0.0
55021,0.0,0.0,0.0
55965,0.0,0.0,0.0
59035,0.0,0.0,97.07
58738,7.364,0.0,100.6926
55279,0.0,0.0,180.56
55255,0.0,0.0,51.98
55218,0.0,468.34,47.21
55217,267.96,687.67,171.6
55216,0.0,135.35,50.38
55215,30.0,367.37,0.0
55214,193.0,190.44,117.83
55213,0.0,70.83,0.0
57748,129.0,185.4,0.0
55000,11.0,22.85,40.57
55411,0.0,0.0,345.58
54994,6.6,0.0,92.76
56460,0.0,0.0,113.68
58737,190.2429,556.9,125.905
54870,3.17,49.67,122.59
54860,0.0,837.0,257.79
54837,72.0,2.17,30.4
54784,0.0,80.15,12.25
54741,55.52,268.01,91.29
58736,0.0,409.1,166.3533
54713,11.0,159.0,0.0
54710,11.0,159.0,0.0
55964,181.0,558.46,298.7
54782,0.0,8.0,82.25
59034,208.4,1.0,0.0
54709,,,
54652,87.87,236.93,40.77
55004,1.99,85.03,3.2
56231,74.62,190.0,119.28
56459,77.72,196.34,83.06
54585,0.0,135.0,58.76
54521,22.0,2.9,0.0
54501,0.0,240.0,271.46
54488,0.0,20.75,55.5
54481,0.0,0.0,42.25
54480,0.0,0.0,0.0
54469,0.0,40.92,0.0
55963,0.0,538.54,0.0
54780,24.0,0.0,0.0
57747,0.0,0.0,654.8
54439,,,
54894,0.0,94.9,67.89
54433,153.38,126.07,0.0
54432,0.0,0.0,328.48
54872,0.0,10.93,371.32
58735,32.719,447.91,63.59
54371,33.0,0.0,41.68
54329,30.0,367.37,0.0
53852,0.0,0.0,0.0
53834,12.0,0.0,0.0
53975,20.0,0.0,0.0
59030,0.0,537.37,0.0
53689,,,
55960,158.0,300.03,0.0
53685,173.0,21.82,0.0
55066,72.0,215.31,0.0
54210,54.03,290.42,0.0
53655,0.0,246.16,0.0
59031,179.0,0.0,107.09
57746,105.0,195.0,0.0
55961,0.0,349.69,0.0
54211,83.98,39.58,148.76
53986,70.0,65.02,0.0
53977,24.0,0.0,0.0
53921,0.0,304.25,0.0
53910,28.51,35.71,0.0
53901,0.0,17.0,0.0
54818,0.0,33.76,0.0
54225,0.0,189.97,308.66
54217,0.0,138.0,0.0
54212,0.0,0.0,0.0
54198,30.0,38.61,0.0
54129,53.0,58.9,0.0
58734,22.9132,290.08,0.0
54117,0.0,185.89,122.31
54048,,,
54002,0.0,0.0,93.25
54525,7.58,27.39,130.3
54328,193.0,190.44,117.83
54327,0.0,70.83,0.0
54309,0.0,0.0,351.17
54258,80.36,150.36,46.05
54254,35.0,4.0,0.0
54302,0.0,0.0,0.0
54269,173.0,0.0,93.25
59032,0.0,0.0,84.81
55962,0.0,0.0,0.0
54230,,,
57979,22.0,119.0,11.46
57038,5.0,0.0,71.0
57037,0.0,0.0,0.0
57036,0.0,0.0,0.0
57035,56.0,13.0,21.0
57034,65.0,46.0,0.0
57033,60.0,0.0,175.0
53560,5.0,12.0,71.98
53507,27.0,28.09,0.0
53487,,,
53300,55.0,307.45,0.0
53299,111.77,91.29,0.0
53298,0.0,233.84,358.45
53297,80.0,275.32,0.0
53296,0.0,0.0,269.06
53295,248.76,142.68,0.0
53294,0.0,0.0,204.56
53293,0.0,0.0,0.0
53292,0.0,0.0,0.0
53278,0.0,0.0,71.98
53253,23.64,214.26,0.0
53252,56.42,12.21,52.41
53224,14.04,13.81,30.93
53223,0.0,80.0,0.0
53208,0.0,0.0,6.45
53187,0.0,349.18,0.0
53569,47.74,0.0,0.0
53518,0.0,54.13,0.0
56018,0.0,0.0,0.0
53148,0.0,270.52,0.0
53121,0.0,0.0,0.0
53112,0.0,0.0,127.26
53111,0.0,0.0,0.0
53104,0.0,0.0,79.62
53001,7.0,125.8,224.16
52982,0.0,0.0,265.96
52954,0.0,90.0,0.0
52942,10.38,10.1,0.0
53236,8.4,0.0,24.42
56014,30.0,789.66,0.0
53435,0.0,44.0,0.0
53432,0.0,0.0,14.63
53379,0.0,178.4,344.1
53378,242.0,446.6,0.0
53323,0.0,109.81,0.0
53318,4.8,55.5,57.42
53314,4.8,55.5,57.42
53303,0.0,0.0,0.0
53302,15.0,474.74,0.0
53301,0.0,420.68,0.0
53648,10.0,6.0,0.0
58733,0.0,382.01,164.85
53521,126.0,0.0,0.0
53489,,,
53570,0.0,0.0,0.0
55959,0.0,304.28,0.0
59041,0.0,376.63,0.0
53880,93.43,53.18,0.0
53508,173.0,37.0,0.0
53672,0.0,50.0,0.0
52931,,,
53250,0.0,108.38,0.0
52847,3.0,18.22,46.86
52841,46.08,0.0,0.0
52828,0.0,100.0,38.87
52821,0.0,115.13,0.0
52820,95.64,109.5,0.0
52819,0.0,0.0,0.0
52818,0.0,0.0,0.0
52817,0.0,0.0,0.0
51917,0.0,0.0,85.83
51916,0.0,746.64,0.0
52479,0.0,182.47,0.0
55845,7.0,0.0,0.0
51913,0.0,227.95,0.0
51899,59.0,58.64,50.21
51881,0.0,0.0,19.47
51766,50.01,0.0,0.0
51744,19.0,0.0,80.63
52648,0.0,0.0,0.0
52809,71.0,270.64,0.0
52786,1.0,0.0,3.0
52781,0.0,96.0,182.46
52707,159.58,247.29,75.82
52687,62.11,382.0,0.0
52684,0.0,505.45,165.26
56012,0.0,78.74,517.5
53032,0.0,31.14,0.0
52670,0.0,423.0,0.0
52663,10.38,10.1,0.0
52650,0.0,0.0,21.08
52382,,,
52373,22.79,93.44,0.0
52774,0.0,228.17,25.0
52291,21.1,188.89,0.0
52267,56.13,0.0,21.71
52265,10.0,0.0,0.0
52206,0.0,0.0,0.0
52933,0.0,341.83,31.16
52109,38.76,35.05,70.52
52108,21.36,72.25,20.99
52107,0.0,24.6,52.64
52106,20.34,0.0,109.79
52074,7.0,127.0,0.0
51975,0.0,0.0,330.82
51958,36.88,212.55,0.0
51930,23.0,20.0,0.0
52649,13.0,0.0,19.83
51923,,,
56010,32.2,118.4,0.0
52662,,,
52656,0.0,90.0,109.5
52651,0.0,0.0,0.0
52639,0.0,0.0,0.0
52615,0.0,0.0,23.59
52545,6.0,56.74,0.0
52469,40.5,47.84,66.86
52447,32.0,16.0,0.0
52432,0.0,0.0,0.0
52050,71.02,33.4,48.46
51741,80.22,299.0,0.0
51739,,,
55844,87.89,111.74,0.0
56008,0.0,189.3,0.0
51695,30.5,153.9,61.0
51634,22.0,119.0,11.46
51620,0.0,331.04,82.33
52613,0.0,109.29,93.66
51613,0.0,0.0,22.0
51575,0.0,173.12,314.96
51534,48.0,24.0,0.0
51533,0.0,0.0,348.0
51513,0.0,0.0,0.0
51469,0.0,0.0,496.38
51420,65.46,275.0,0.0
51328,218.0,131.54,0.0
51291,19.0,0.0,80.63
51472,0.0,0.0,20.91
51381,,,
51093,0.0,0.0,510.71
52252,0.0,0.0,286.49
51073,0.0,0.0,354.35
51038,0.0,0.0,315.35
51021,,,
56005,0.0,0.0,438.2
51288,0.0,0.0,0.0
51016,210.02,373.0,0.0
51197,0.0,0.0,433.43
50977,0.0,0.0,450.3
52647,36.1,0.0,41.79
56007,0.0,0.0,213.7
51822,0.0,48.25,0.0
51248,21.55,25.62,501.29
51241,72.0,0.0,84.07
51230,0.0,0.0,55.61
51221,123.0,299.07,99.12
51185,0.0,0.0,151.59
51179,60.0,0.0,175.55
52253,0.0,0.0,49.94
51151,136.22,21.64,0.0
51144,209.42,77.67,0.0
51131,,,
51129,14.0,119.0,73.88
51277,0.0,0.0,33.33
56006,231.2,358.4,0.0
51132,200.02,73.0,209.96
51639,211.18,34.63,0.0
51594,164.0,61.06,83.31
51124,0.0,0.0,55.23
50918,0.0,0.0,205.56
50911,,,
51032,0.0,0.0,13.72
51015,0.0,0.0,204.62
55843,0.0,0.0,0.0
51057,0.0,0.0,187.19
56004,0.0,0.0,0.0
50898,0.0,0.0,163.54
56458,0.0,0.0,204.62
51196,0.0,0.0,163.29
50810,0.0,0.0,0.0
50809,0.0,0.0,322.0
50755,0.0,0.0,221.0
50750,0.0,0.0,71.0
56016,0.0,0.0,0.0
50920,0.0,0.0,0.0
51034,0.0,0.0,0.0
55842,0.0,0.0,0.0
56457,0.0,0.0,0.0
50919,0.0,0.0,195.45
50300,31.0,48.0,0.0
