issuer,set_year,bond_name,bond_code,issue_date,bond_type,bond_type_en,tenor_label,coupon_pct,amount_yi,new_amount_yi,refinance_amount_yi,swap_amount_yi
山东省,2023,2023年山东省政府交通水利及市政产业园区发展专项债券（五十一期）—2023年山东省政府专项债券（六十三期）,198386,2023-10-19,专项债券,special,7年,2.99,0.75,0.75,0.0,0.0
山东省,2023,2023年山东省政府交通水利及市政产业园区发展专项债券（五十二期）—2023年山东省政府专项债券（六十四期）,198387,2023-10-19,专项债券,special,20年,3.15,10.0,10.0,0.0,0.0
山西省,2023,2023年山西省政府再融资一般债券（六期）,198860,2023-10-18,一般债券,general,5年,2.67,15.93,0.0,15.93,0.0
山西省,2023,2023年山西省政府再融资专项债券（五期）,198861,2023-10-18,专项债券,special,5年,2.82,6.9,0.0,6.9,0.0
江西省,2023,2023年江西省地方政府再融资一般债券（五期）,2371288,2023-10-18,一般债券,general,10年,2.99,69.7,0.0,69.7,0.0
江西省,2023,2023年江西省地方政府再融资专项债券（六期）,2371289,2023-10-18,专项债券,special,10年,3.04,86.3,0.0,86.3,0.0
吉林省,2023,2023年吉林省地方政府再融资一般债券（七期）,2371275,2023-10-17,一般债券,general,7年,2.99,179.0,0.0,179.0,0.0
青海省,2023,2023年青海省政府再融资专项债券（四期）,2371272,2023-10-17,专项债券,special,7年,2.99,42.0,0.0,42.0,0.0
青海省,2023,2023年青海省政府再融资专项债券（三期）,2371270,2023-10-17,专项债券,special,5年,2.9,6.69,0.0,6.69,0.0
青海省,2023,2023年青海省政府再融资一般债券（五期）,2371271,2023-10-17,一般债券,general,7年,2.99,54.0,0.0,54.0,0.0
青海省,2023,2023年青海省政府再融资一般债券（四期）,2371269,2023-10-17,一般债券,general,5年,2.86,69.37,0.0,69.37,0.0
吉林省,2023,2023年吉林省地方政府再融资一般债券（五期）,2371273,2023-10-17,一般债券,general,7年,2.98,77.9,0.0,77.9,0.0
吉林省,2023,2023年吉林省政府专项债券（三十三期）,2371278,2023-10-17,专项债券,special,10年,3.03,116.63,116.63,0.0,0.0
吉林省,2023,2023年吉林省地方政府再融资一般债券（六期）,2371274,2023-10-17,一般债券,general,10年,3.03,71.0,0.0,71.0,0.0
吉林省,2023,2023年吉林省收费公路专项债券（五期）-2023年吉林省政府专项债券（三十二期）,2371277,2023-10-17,专项债券,special,30年,3.17,33.02,33.02,0.0,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资专项债券（五期）,198859,2023-10-17,专项债券,special,7年,3.05,174.2,0.0,174.2,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资一般债券（十三期）,198858,2023-10-17,一般债券,general,5年,2.89,140.8,0.0,140.8,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资一般债券（十二期）,198857,2023-10-17,一般债券,general,3年,2.7,88.8,0.0,88.8,0.0
吉林省,2023,2023年吉林省地方政府再融资专项债券（四期）,2371276,2023-10-17,专项债券,special,5年,2.9,137.42,0.0,137.42,0.0
重庆市,2023,2023年重庆市地方政府再融资一般债券（六期）,2371260,2023-10-16,一般债券,general,7年,2.86,176.0,0.0,176.0,0.0
云南省,2023,2023年云南省地方政府再融资一般债券（六期）,2371189,2023-10-16,一般债券,general,7年,2.96,271.0,0.0,271.0,0.0
云南省,2023,2023年云南省地方政府再融资一般债券（五期）,2371188,2023-10-16,一般债券,general,5年,2.74,262.0,0.0,262.0,0.0
重庆市,2023,2023年重庆市地方政府再融资一般债券（八期）,2371262,2023-10-16,一般债券,general,10年,2.95,96.0,0.0,96.0,0.0
重庆市,2023,2023年重庆市地方政府再融资一般债券（九期）,2371263,2023-10-16,一般债券,general,10年,2.95,113.9,0.0,113.9,0.0
广西壮族自治区,2023,2023年广西壮族自治区政府再融资专项债券（十二期）——2023年广西壮族自治区政府专项债券（二十五期）,2371268,2023-10-16,专项债券,special,3年,2.66,73.2,0.0,73.2,0.0
重庆市,2023,2023年重庆市地方政府再融资一般债券（七期）,2371261,2023-10-16,一般债券,general,7年,2.85,36.0,0.0,36.0,0.0
广西壮族自治区,2023,2023年广西壮族自治区政府再融资专项债券（十一期）——2023年广西壮族自治区政府专项债券（二十四期）,2371267,2023-10-16,专项债券,special,10年,3.03,200.0,0.0,200.0,0.0
广西壮族自治区,2023,2023年广西壮族自治区政府再融资一般债券（十期）——2023年广西壮族自治区政府一般债券（十二期）,2371265,2023-10-16,一般债券,general,5年,2.83,224.8,0.0,224.8,0.0
广西壮族自治区,2023,2023年广西壮族自治区政府再融资一般债券（九期）——2023年广西壮族自治区政府一般债券（十一期）,2371264,2023-10-16,一般债券,general,7年,2.81,19.93,0.0,19.93,0.0
广西壮族自治区,2023,2023年广西壮族自治区政府再融资专项债券（十期）——2023年广西壮族自治区政府专项债券（二十三期）,2371266,2023-10-16,专项债券,special,7年,2.93,29.92,0.0,29.92,0.0
湖南省,2023,2023年湖南省政府专项债券（一百一十三期）,198378,2023-10-13,专项债券,special,15年,3.13,45.05,45.05,0.0,0.0
湖南省,2023,2023年湖南省棚改专项债券(二期)-2023年湖南省政府专项债券(一百一十一期),198376,2023-10-13,专项债券,special,5年,2.66,2.34,2.34,0.0,0.0
湖南省,2023,2023年湖南省政府专项债券（一百一十二期）,198377,2023-10-13,专项债券,special,10年,2.96,12.37,12.37,0.0,0.0
湖南省,2023,2023年湖南省政府专项债券（一百一十四期）,198379,2023-10-13,专项债券,special,30年,3.14,82.77,82.77,0.0,0.0
湖北省,2023,2023年湖北省政府再融资专项债券（十四期）,2371259,2023-10-13,专项债券,special,10年,2.96,44.33,0.0,44.33,0.0
湖北省,2023,2023年湖北省政府再融资专项债券（十二期）,2371257,2023-10-13,专项债券,special,5年,2.74,99.87,0.0,99.87,0.0
湖北省,2023,2023年湖北省政府再融资专项债券（十一期）,2371256,2023-10-13,专项债券,special,3年,2.48,52.77,0.0,52.77,0.0
湖北省,2023,2023年湖北省政府再融资专项债券（十三期）,2371258,2023-10-13,专项债券,special,7年,2.86,14.19,0.0,14.19,0.0
湖北省,2023,2023年湖北省政府再融资一般债券（十期）,2371255,2023-10-13,一般债券,general,7年,2.73,16.66,0.0,16.66,0.0
辽宁省,2023,2023年辽宁省地方政府再融资一般债券（十一期）,2371250,2023-10-12,一般债券,general,10年,2.88,356.14,0.0,356.14,0.0
辽宁省,2023,2023年辽宁省地方政府再融资一般债券（十期）,2371249,2023-10-12,一般债券,general,10年,2.88,114.0,0.0,114.0,0.0
辽宁省,2023,2023年辽宁省政府专项债券（二十五期）,2371251,2023-10-12,专项债券,special,20年,3.08,34.0,34.0,0.0,0.0
辽宁省,2023,2023年辽宁省地方政府再融资专项债券（十二期）,2371252,2023-10-12,专项债券,special,30年,3.15,141.0,0.0,141.0,0.0
青岛市,2023,2023年青岛市政府再融资一般债券（五期）,2371233,2023-10-12,一般债券,general,7年,2.85,23.18,0.0,23.18,0.0
青岛市,2023,2023年青岛市政府再融资专项债券(十二期),2371236,2023-10-12,专项债券,special,5年,2.65,0.2,0.0,0.2,0.0
青岛市,2023,2023年青岛市政府再融资专项债券(十一期),2371235,2023-10-12,专项债券,special,5年,2.7,12.0,0.0,12.0,0.0
青岛市,2023,2023年青岛市政府再融资专项债券(十期),2371234,2023-10-12,专项债券,special,7年,2.87,6.2,0.0,6.2,0.0
辽宁省,2023,2023年辽宁省地方政府再融资一般债券（九期）,2371248,2023-10-12,一般债券,general,7年,2.77,259.28,0.0,259.28,0.0
辽宁省,2023,2023年辽宁省地方政府再融资专项债券（八期）,2371239,2023-10-10,专项债券,special,30年,3.1,2.0,0.0,2.0,0.0
辽宁省,2023,2023年辽宁省地方政府再融资一般债券（七期）,2371237,2023-10-10,一般债券,general,7年,2.77,49.49,0.0,49.49,0.0
辽宁省,2023,2023年辽宁省地方政府再融资一般债券（八期）,2371238,2023-10-10,一般债券,general,10年,2.87,216.59,0.0,216.59,0.0
辽宁省,2023,2023年辽宁省基础设施建设专项债券（十八期）-2023年辽宁省政府专项债券（二十四期）,2371245,2023-10-10,专项债券,special,20年,3.03,5.03,5.03,0.0,0.0
辽宁省,2023,2023年辽宁省地方政府再融资专项债券（九期）,2371240,2023-10-10,专项债券,special,20年,3.03,3.7,0.0,3.7,0.0
大连市,2023,2023年大连市地方政府再融资专项债券（三期）,2371247,2023-10-10,专项债券,special,30年,3.13,37.12,0.0,37.12,0.0
辽宁省,2023,2023年辽宁省地方政府再融资专项债券（十期）,2371241,2023-10-10,专项债券,special,5年,2.63,0.3,0.0,0.3,0.0
辽宁省,2023,2023年辽宁省基础设施建设专项债券（十六期）-2023年辽宁省政府专项债券（二十二期）,2371243,2023-10-10,专项债券,special,10年,3.07,0.35,0.35,0.0,0.0
辽宁省,2023,2023年辽宁省地方政府再融资专项债券（十一期）,2371242,2023-10-10,专项债券,special,15年,2.99,10.6,0.0,10.6,0.0
大连市,2023,2023年大连市地方政府再融资一般债券（五期）,2371246,2023-10-10,一般债券,general,7年,2.86,70.17,0.0,70.17,0.0
天津市,2023,2023年天津市地方政府再融资一般债券（五期）,198855,2023-10-10,一般债券,general,5年,2.71,55.0,0.0,55.0,0.0
天津市,2023,2023年天津市地方政府再融资一般债券（六期）,198856,2023-10-10,一般债券,general,5年,2.72,58.0,0.0,58.0,0.0
辽宁省,2023,2023年辽宁省基础设施建设专项债券（十七期）-2023年辽宁省政府专项债券（二十三期）,2371244,2023-10-10,专项债券,special,15年,2.99,1.02,1.02,0.0,0.0
天津市,2023,2023年天津市政府一般债券（七期）,198842,2023-10-10,一般债券,general,5年,2.58,5.33,5.33,0.0,0.0
天津市,2023,2023年天津市政府专项债券（五十八期）,198847,2023-10-10,专项债券,special,20年,3.08,0.6,0.6,0.0,0.0
天津市,2023,2023年天津市政府专项债券（六十四期）,198853,2023-10-10,专项债券,special,30年,3.14,4.2,4.2,0.0,0.0
天津市,2023,2023年天津市政府专项债券（五十九期）,198848,2023-10-10,专项债券,special,20年,3.08,0.5,0.5,0.0,0.0
天津市,2023,2023年天津市政府专项债券（五十五期）,198844,2023-10-10,专项债券,special,10年,2.87,67.0,67.0,0.0,0.0
天津市,2023,2023年天津市地方政府再融资一般债券（四期）,198854,2023-10-10,一般债券,general,5年,2.72,97.0,0.0,97.0,0.0
天津市,2023,2023年天津市政府专项债券（五十四期）,198843,2023-10-10,专项债券,special,7年,2.81,10.0,10.0,0.0,0.0
天津市,2023,2023年天津市政府专项债券（五十七期）,198846,2023-10-10,专项债券,special,15年,3.04,0.7,0.7,0.0,0.0
天津市,2023,2023年天津市政府专项债券（六十二期）,198851,2023-10-10,专项债券,special,30年,3.12,4.0,4.0,0.0,0.0
天津市,2023,2023年天津市政府专项债券（六十期）,198849,2023-10-10,专项债券,special,20年,3.08,0.8,0.8,0.0,0.0
天津市,2023,2023年天津市政府专项债券（五十六期）,198845,2023-10-10,专项债券,special,15年,3.04,0.3,0.3,0.0,0.0
天津市,2023,2023年天津市政府专项债券（六十一期）,198850,2023-10-10,专项债券,special,20年,3.08,0.5,0.5,0.0,0.0
天津市,2023,2023年天津市政府专项债券（六十三期）,198852,2023-10-10,专项债券,special,30年,3.1,2.2,2.2,0.0,0.0
四川省,2023,2023年四川省政府再融资专项债券（十五期）,198373,2023-10-09,专项债券,special,3年,2.49,6.2,0.0,6.2,0.0
四川省,2023,2023年四川省政府再融资专项债券（十七期）,198375,2023-10-09,专项债券,special,30年,3.1,23.91,0.0,23.91,0.0
四川省,2023,2023年四川省政府再融资专项债券（十六期）,198374,2023-10-09,专项债券,special,5年,2.63,31.69,0.0,31.69,0.0
四川省,2023,2023年四川省政府再融资一般债券（七期）,198372,2023-10-09,一般债券,general,7年,2.78,115.51,0.0,115.51,0.0
江苏省,2023,2023年江苏省地方政府再融资专项债券（八期）,198370,2023-10-09,专项债券,special,7年,2.73,32.14,0.0,32.14,0.0
江苏省,2023,2023年江苏省地方政府再融资专项债券（九期）,198371,2023-10-09,专项债券,special,30年,3.05,33.19,0.0,33.19,0.0
江苏省,2023,2023年江苏省地方政府再融资一般债券（七期）,198369,2023-10-09,一般债券,general,10年,2.73,13.52,0.0,13.52,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资一般债券（十期）,2371197,2023-10-09,一般债券,general,7年,2.88,194.4,0.0,194.4,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资一般债券（九期）,2371196,2023-10-09,一般债券,general,3年,2.59,274.4,0.0,274.4,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资一般债券（八期）,2371195,2023-10-09,一般债券,general,3年,2.59,121.3,0.0,121.3,0.0
内蒙古自治区,2023,2023年内蒙古自治区政府再融资一般债券（十一期）,2371198,2023-10-09,一般债券,general,5年,2.72,194.4,0.0,194.4,0.0
陕西省,2023, 2023年陕西省政府专项债券（四十一期）,2371228,2023-09-28,专项债券,special,7年,2.79,5.9,5.9,0.0,0.0
重庆市,2023,2023年重庆市 政府专项债券（三十七期）,198839,2023-09-28,专项债券,special,30年,3.1,10.69,10.69,0.0,0.0
重庆市,2023,2023年重庆市政府专项债券（三十三期）,198835,2023-09-28,专项债券,special,7年,2.79,12.0,12.0,0.0,0.0
重庆市,2023,2023年重庆市政府专项债券（三十六期）,198838,2023-09-28,专项债券,special,20年,3.1,2.82,2.82,0.0,0.0
重庆市,2023,2023年重庆市政府专项债券（三十五期）,198837,2023-09-28,专项债券,special,15年,3.1,48.74,48.74,0.0,0.0
重庆市,2023,2023年重庆市地方政府再融资一般债券（五期）,198840,2023-09-28,一般债券,general,5年,2.64,40.0,0.0,40.0,0.0
陕西省,2023,2023年陕西省政府专项债券（四十五期）,2371232,2023-09-28,专项债券,special,30年,3.13,2.0,2.0,0.0,0.0
陕西省,2023,2023年陕西省政府专项债券（四十二期）,2371229,2023-09-28,专项债券,special,10年,2.91,8.1,8.1,0.0,0.0
陕西省,2023,2023年陕西省政府专项债券（四十三期）,2371230,2023-09-28,专项债券,special,15年,3.09,1.5,1.5,0.0,0.0
陕西省,2023, 2023年陕西省政府专项债券（四十四期）,2371231,2023-09-28,专项债券,special,20年,3.13,0.8,0.8,0.0,0.0
陕西省,2023,2023年陕西省政府专项债券（四十四期）,2371231,2023-09-28,专项债券,special,20年,3.13,47.91,47.91,0.0,0.0
重庆市,2023,2023年重庆市政府专项债券（三十四期）,198836,2023-09-28,专项债券,special,10年,2.91,28.53,28.53,0.0,0.0
重庆市,2023,2023年重庆市地方政府再融资专项债券（九期）,198841,2023-09-28,专项债券,special,5年,2.64,50.0,0.0,50.0,0.0
陕西省,2023,2023年陕西省政府一般债券（六期）,2371227,2023-09-28,一般债券,general,7年,2.79,28.81,28.81,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（七十一期）,2371219,2023-09-28,专项债券,special,15年,2.83,1.9,1.9,0.0,0.0
江西省,2023,2023年江西省高质量发展补短板专项债券（三十六期）——2023年江西省政府专项债券（六十五期）,2371203,2023-09-28,专项债券,special,7年,2.79,0.75,0.75,0.0,0.0
江西省,2023,2023年江西省高质量发展补短板专项债券（三十八期）——2023年江西省政府专项债券（六十七期）,2371205,2023-09-28,专项债券,special,15年,3.09,34.88,34.88,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（七十期）,2371218,2023-09-28,专项债券,special,20年,2.87,5.11,5.11,0.0,0.0
江西省,2023,2023年江西省政府棚户区改造专项债券（十九期）——2023年江西省政府专项债券（六十二期）,2371200,2023-09-28,专项债券,special,5年,2.64,9.5,9.5,0.0,0.0
江西省,2023,2023年江西省高质量发展补短板专项债券（三十九期）——2023年江西省政府专项债券（六十八期）,2371206,2023-09-28,专项债券,special,20年,3.13,36.42,36.42,0.0,0.0
江西省,2023,2023年江西省高质量发展补短板专项债券（三十五期）——2023年江西省政府专项债券（六十四期）,2371202,2023-09-28,专项债券,special,5年,2.64,0.88,0.88,0.0,0.0
江西省,2023,2023年江西省高质量发展补短板专项债券（四十期）——2023年江西省政府专项债券（六十九期）,2371207,2023-09-28,专项债券,special,30年,3.13,238.78,238.78,0.0,0.0
江西省,2023,2023年江西省收费公路专项债券（六期）——2023年江西省政府专项债券（七十期）,2371208,2023-09-28,专项债券,special,30年,3.14,1.53,1.53,0.0,0.0
江西省,2023,2023年江西省政府棚户区改造专项债券（十八期）——2023年江西省政府专项债券（六十一期）,2371199,2023-09-28,专项债券,special,5年,2.74,1.32,1.32,0.0,0.0
江西省,2023,2023年江西省高质量发展补短板专项债券（三十七期）——2023年江西省政府专项债券（六十六期）,2371204,2023-09-28,专项债券,special,10年,2.94,3.61,3.61,0.0,0.0
江西省,2023,2023年江西省政府棚户区改造专项债券（二十期）——2023年江西省政府专项债券（六十三期）,2371201,2023-09-28,专项债券,special,7年,2.79,14.07,14.07,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十九期）,2371217,2023-09-28,专项债券,special,15年,2.83,9.64,9.64,0.0,0.0
海南省,2023,2023年海南省收费公路专项债券（三期）-2023年海南省政府专项债券（二十二期）,2371226,2023-09-27,专项债券,special,30年,3.14,36.74,36.74,0.0,0.0
宁夏回族自治区,2023,2023年宁夏回族自治区政府再融资专项债券（二期）,2371182,2023-09-27,专项债券,special,7年,2.87,10.46,0.0,10.46,0.0
宁夏回族自治区,2023,2023年宁夏回族自治区政府再融资一般债券(六期),2371181,2023-09-27,一般债券,general,7年,2.83,25.72,0.0,25.72,0.0
云南省,2023,2023年云南省地方政府再融资专项债券（八期）,2371191,2023-09-27,专项债券,special,5年,2.67,26.57,0.0,26.57,0.0
云南省,2023,2023年云南省地方政府再融资专项债券（七期）,2371190,2023-09-27,专项债券,special,5年,2.67,70.85,0.0,70.85,0.0
云南省,2023,2023年云南省地方政府再融资专项债券（九期）,2371216,2023-09-27,专项债券,special,5年,2.67,114.48,0.0,114.48,0.0
海南省,2023,2023年海南省政府专项债券（十九期）,2371223,2023-09-27,专项债券,special,15年,3.05,13.23,13.23,0.0,0.0
海南省,2023,2023年海南省政府专项债券（二十一期）,2371225,2023-09-27,专项债券,special,20年,3.12,2.8,2.8,0.0,0.0
海南省,2023,2023年海南省棚户区改造专项债券（一期）-2023年海南省政府专项债券（十七期）,2371221,2023-09-27,专项债券,special,5年,2.58,1.7,1.7,0.0,0.0
山西省,2023,2023年山西省政府专项债券（三十五期）,2371209,2023-09-27,专项债券,special,10年,2.83,8.81,8.81,0.0,0.0
海南省,2023,2023年海南省收费公路专项债券（二期）-2023年海南省政府专项债券（二十期）,2371224,2023-09-27,专项债券,special,20年,3.11,8.0,8.0,0.0,0.0
海南省,2023,2023年海南省政府一般债券（六期）,2371220,2023-09-27,一般债券,general,3年,2.44,4.93,4.93,0.0,0.0
山西省,2023,2023年山西省政府棚户区改造专项债券（五期） —2023年山西省政府专项债券（三十九期）,2371213,2023-09-27,专项债券,special,10年,2.97,23.92,23.92,0.0,0.0
山西省,2023,2023年山西省政府收费公路专项债券（七期） —2023年山西省政府专项债券（四十期）,2371214,2023-09-27,专项债券,special,30年,3.18,0.57,0.57,0.0,0.0
山西省,2023,2023年山西省政府专项债券（三十八期）,2371212,2023-09-27,专项债券,special,30年,3.13,16.23,16.23,0.0,0.0
山西省,2023,2023年山西省政府专项债券（三十六期）,2371210,2023-09-27,专项债券,special,15年,3.1,26.0,26.0,0.0,0.0
山西省,2023,2023年山西省政府专项债券（三十七期）,2371211,2023-09-27,专项债券,special,20年,3.13,42.25,42.25,0.0,0.0
海南省,2023,2023年海南省政府专项债券（十八期）,2371222,2023-09-27,专项债券,special,10年,2.93,58.21,58.21,0.0,0.0
山东省,2023,2023年山东省政府交通水利及市政产业园区发展专项债券（四十七期）—2023年山东省政府专项债券（五十八期）,198831,2023-09-26,专项债券,special,7年,2.87,5.16,5.16,0.0,0.0
山东省,2023,2023年山东省地方政府再融资一般债券（六期）,198833,2023-09-26,一般债券,general,7年,2.78,65.48,0.0,65.48,0.0
山东省,2023,2023年山东省政府交通水利及市政产业园区发展专项债券（四十八期）—2023年山东省政府专项债券（五十九期）,198832,2023-09-26,专项债券,special,20年,3.11,4.2,4.2,0.0,0.0
山东省,2023,2023年山东省地方政府再融资专项债券（六期）,198834,2023-09-26,专项债券,special,7年,2.92,87.78,0.0,87.78,0.0
山东省,2023,2023年山东省政府交通水利及市政产业园区发展专项债券（四十五期）—2023年山东省政府专项债券（五十六期）,198829,2023-09-26,专项债券,special,30年,3.13,143.04,143.04,0.0,0.0
河北省,2023,2023年雄安新区建设专项债券（二期）—2023年河北省政府专项债券（四十五期）,2371215,2023-09-26,专项债券,special,30年,3.09,95.0,95.0,0.0,0.0
山东省,2023,2023年山东省政府棚改专项债券（十一期）—2023年山东省政府专项债券（五十五期）,198828,2023-09-26,专项债券,special,7年,2.85,9.78,9.78,0.0,0.0
山东省,2023,2023年山东省政府交通水利及市政产业园区发展专项债券（四十六期）—2023年山东省政府专项债券（五十七期）,198830,2023-09-26,专项债券,special,7年,2.86,29.93,29.93,0.0,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区政府专项债券（三十三期）,2371167,2023-09-25,专项债券,special,20年,3.07,10.7,10.7,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十二期）,198362,2023-09-25,专项债券,special,15年,3.03,12.35,12.35,0.0,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区政府再融资专项债券（五期）—2023年新疆维吾尔自治区政府专项债券（三十四期）,2371168,2023-09-25,专项债券,special,7年,2.76,13.55,0.0,13.55,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区棚户区改造专项债券（五期）—2023年新疆维吾尔自治区政府专项债券（三十一期）,2371165,2023-09-25,专项债券,special,10年,2.91,1.7,1.7,0.0,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区政府专项债券（三十二期）,2371166,2023-09-25,专项债券,special,15年,3.03,13.8,13.8,0.0,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区政府一般债券（十一期）,2371162,2023-09-25,一般债券,general,3年,2.49,6.82,6.82,0.0,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区政府专项债券(三十期),2371164,2023-09-25,专项债券,special,10年,2.91,25.8,25.8,0.0,0.0
新疆维吾尔自治区,2023,2023年新疆维吾尔自治区政府再融资一般债券（五期）—2023年新疆维吾尔自治区政府一般债券（十二期）,2371163,2023-09-25,一般债券,general,5年,2.62,12.4,0.0,12.4,0.0
新疆生产建设兵团,2023,2023年新疆维吾尔自治区（新疆生产建设兵团）专项债券（七期）,2371192,2023-09-25,专项债券,special,10年,2.76,1.68,1.68,0.0,0.0
新疆生产建设兵团,2023,2023年新疆维吾尔自治区（新疆生产建设兵团）专项债券（八期）,2371193,2023-09-25,专项债券,special,15年,2.88,1.88,1.88,0.0,0.0
新疆生产建设兵团,2023,2023年新疆维吾尔自治区（新疆生产建设兵团）专项债券（九期）,2371194,2023-09-25,专项债券,special,20年,3.06,10.44,10.44,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十期）,198360,2023-09-25,专项债券,special,15年,3.03,28.79,28.79,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十一期）,198361,2023-09-25,专项债券,special,15年,3.03,14.77,14.77,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十八期）,198368,2023-09-25,专项债券,special,7年,2.66,11.95,11.95,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十五期）,198365,2023-09-25,专项债券,special,30年,3.1,16.5,16.5,0.0,0.0
吉林省,2023,2023年吉林省政府专项债券（二十九期）,2371185,2023-09-25,专项债券,special,15年,3.08,75.91,75.91,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（五十六期）,198356,2023-09-25,专项债券,special,2年,2.28,4.06,4.06,0.0,0.0
吉林省,2023,2023年吉林省政府一般债券（十期）,2371183,2023-09-25,一般债券,general,5年,2.62,51.93,51.93,0.0,0.0
吉林省,2023,2023年吉林省收费公路专项债券（四期）-2023年吉林省政府专项债券（二十八期）,2371184,2023-09-25,专项债券,special,15年,3.1,14.8,14.8,0.0,0.0
吉林省,2023,2023年吉林省政府专项债券（三十一期）,2371187,2023-09-25,专项债券,special,30年,3.1,6.76,6.76,0.0,0.0
吉林省,2023,2023年吉林省政府专项债券（三十期）,2371186,2023-09-25,专项债券,special,20年,3.12,17.56,17.56,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十四期）,198364,2023-09-25,专项债券,special,20年,3.07,26.42,26.42,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（五十九期）,198359,2023-09-25,专项债券,special,10年,2.86,13.47,13.47,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十三期）,198363,2023-09-25,专项债券,special,20年,3.07,35.08,35.08,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（五十七期）,198357,2023-09-25,专项债券,special,5年,2.52,9.66,9.66,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十七期）,198367,2023-09-25,专项债券,special,30年,3.1,0.81,0.81,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（五十八期）,198358,2023-09-25,专项债券,special,10年,2.66,8.0,8.0,0.0,0.0
深圳市,2023,2023年深圳市政府专项债券（六十六期）,198366,2023-09-25,专项债券,special,30年,3.1,3.38,3.38,0.0,0.0
安徽省,2023,2023年安徽省政府再融资专项债券（二十六期）,198813,2023-09-22,专项债券,special,5年,2.61,10.94,0.0,10.94,0.0
安徽省,2023,2023年安徽省政府专项债券（七十三期）,198821,2023-09-22,专项债券,special,10年,2.91,25.01,25.01,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（七十期）,198818,2023-09-22,专项债券,special,10年,2.93,3.23,3.23,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（七十二期）,198820,2023-09-22,专项债券,special,7年,2.76,0.5,0.5,0.0,0.0
安徽省,2023,2023年安徽省政府再融资专项债券（二十七期）,198814,2023-09-22,专项债券,special,7年,2.76,76.0,0.0,76.0,0.0
安徽省,2023,2023年安徽省政府专项债券（七十五期）,198823,2023-09-22,专项债券,special,20年,3.09,98.78,98.78,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（七十一期）,198819,2023-09-22,专项债券,special,30年,3.12,1.0,1.0,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（七十四期）,198822,2023-09-22,专项债券,special,15年,3.08,107.19,107.19,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（六十九期）,198817,2023-09-22,专项债券,special,10年,2.92,14.68,14.68,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（六十七期）,198815,2023-09-22,专项债券,special,5年,2.61,10.53,10.53,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（六十八期）,198816,2023-09-22,专项债券,special,7年,2.76,17.97,17.97,0.0,0.0
安徽省,2023,2023年安徽省政府专项债券（七十六期）,198824,2023-09-22,专项债券,special,30年,3.08,32.65,32.65,0.0,0.0
安徽省,2023,2023年安徽省政府再融资一般债券（七期）,198812,2023-09-22,一般债券,general,7年,2.76,35.48,0.0,35.48,0.0
青海省,2023,2023年青海省政府再融资专项债券（二期）,198811,2023-09-21,专项债券,special,10年,2.9,9.21,0.0,9.21,0.0
青海省,2023,2023年青海省政府一般债券（二期）,198808,2023-09-21,一般债券,general,5年,2.65,60.22,60.22,0.0,0.0
青海省,2023,2023年青海省政府一般债券（三期）,198809,2023-09-21,一般债券,general,30年,3.1,29.78,29.78,0.0,0.0
青海省,2023,2023年青海省政府再融资一般债券（三期）,198810,2023-09-21,一般债券,general,7年,2.8,54.5,0.0,54.5,0.0
湖北省,2023,2023年湖北省（武汉市、襄阳市、鄂州市、黄冈市、随州市、恩施州）棚改专项债券（二十七期）-2023年湖北省政府专项债券（八十五期）,2371176,2023-09-21,专项债券,special,7年,2.7,5.43,5.43,0.0,0.0
