issuer,set_year,bond_name,bond_code,issue_date,bond_type,bond_type_en,tenor_label,coupon_pct,amount_yi,new_amount_yi,refinance_amount_yi,swap_amount_yi
湖南省,2020,2020湖南省水务建设专项债券（十七期）-2020湖南省政府专项债券（八十六期）,2071034,2020-10-26,专项债券,special,30年,4.14,2.45,2.45,0.0,0.0
湖南省,2020,2020湖南省园区建设专项债券（二十三期）-2020湖南省政府专项债券（八十一期）,2071029,2020-10-26,专项债券,special,15年,3.89,23.58,23.58,0.0,0.0
湖南省,2020,2020湖南省水务建设专项债券（十六期）-2020湖南省政府专项债券（八十五期）,2071033,2020-10-26,专项债券,special,20年,4.01,3.22,3.22,0.0,0.0
湖南省,2020,2020湖南省园区建设专项债券（二十五期）-2020湖南省政府专项债券（九十期）,2071038,2020-10-26,专项债券,special,20年,4.01,24.76,24.76,0.0,0.0
湖南省,2020,2020湖南省社会事业专项债券（二十期）-2020湖南省政府专项债券（八十八期）,2071036,2020-10-26,专项债券,special,20年,4.01,6.6,6.6,0.0,0.0
湖南省,2020,2020湖南省交通基础设施建设专项债券（十八期）-2020湖南省政府专项债券（九十一期）,2071039,2020-10-26,专项债券,special,20年,4.01,5.7,5.7,0.0,0.0
湖南省,2020,2020湖南省交通基础设施建设专项债券（十七期）-2020湖南省政府专项债券（八十四期）,2071032,2020-10-26,专项债券,special,30年,4.14,15.0,15.0,0.0,0.0
湖南省,2020,2020湖南省社会事业专项债券（十九期）-2020湖南省政府专项债券（八十七期）,2071035,2020-10-26,专项债券,special,15年,3.89,13.66,13.66,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十八期）,2071016,2020-10-26,专项债券,special,20年,4.01,17.3,17.3,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十七期）,2071015,2020-10-26,专项债券,special,15年,3.89,4.84,4.84,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十九期）,2071017,2020-10-26,专项债券,special,30年,4.14,50.78,50.78,0.0,0.0
吉林省,2020,2020年吉林省地方政府再融资专项债券（三期）,2071014,2020-10-26,专项债券,special,10年,3.44,67.95,0.0,67.95,0.0
吉林省,2020,2020年吉林省地方政府再融资一般债券（六期）,2071013,2020-10-26,一般债券,general,20年,4.01,98.82,0.0,98.82,0.0
湖南省,2020,2020湖南省交通基础设施建设专项债券（十六期）-2020湖南省政府专项债券（八十三期）,2071031,2020-10-26,专项债券,special,20年,4.01,3.4,3.4,0.0,0.0
广西壮族自治区,2020,2020年广西壮族自治区政府再融资专项债券（三期）-2020年广西壮族自治区政府专项债券（三十二期）,160994,2020-10-22,专项债券,special,7年,3.51,42.35,0.0,42.35,0.0
宁夏回族自治区,2020,2020年宁夏回族自治区政府再融资一般债券（三期）,2071011,2020-10-22,一般债券,general,5年,3.38,29.36,0.0,29.36,0.0
陕西省,2020,2020年陕西省交通基础设施专项债券（八期）-2020年陕西省政府专项债券（六十四期）,2071008,2020-10-22,专项债券,special,15年,3.9,26.4,26.4,0.0,0.0
陕西省,2020,2020年陕西省棚户区改造专项债券（五期）-2020年陕西省政府专项债券（六十六期）,2071010,2020-10-22,专项债券,special,7年,3.51,11.0,11.0,0.0,0.0
陕西省,2020,2020年陕西省交通基础设施专项债券（九期）-2020年陕西省政府专项债券（六十五期）,2071009,2020-10-22,专项债券,special,30年,4.15,10.0,10.0,0.0,0.0
陕西省,2020,2020陕西省地方政府再融资专项债券（三期）,2071007,2020-10-22,专项债券,special,7年,3.51,63.35,0.0,63.35,0.0
陕西省,2020,2020年陕西省地方政府再融资一般债券（六期）,2071006,2020-10-22,一般债券,general,7年,3.51,54.31,0.0,54.31,0.0
河北省,2020,2020年河北省民生事业专项债券（十三期）-2020年河北省政府专项债券（二十九期）,2071021,2020-10-22,专项债券,special,7年,3.51,44.41,44.41,0.0,0.0
河北省,2020,2020年河北省民生事业专项债券（十二期）-2020年河北省政府专项债券（二十八期）,2071020,2020-10-22,专项债券,special,5年,3.37,3.64,3.64,0.0,0.0
河北省,2020,2020年雄安新区建设专项债券（二期）-2020年河北省政府专项债券（三十二期）,2071024,2020-10-22,专项债券,special,30年,4.15,98.0,98.0,0.0,0.0
河北省,2020,2020年河北省民生事业专项债券（十四期）-2020年河北省政府专项债券（三十期）,2071022,2020-10-22,专项债券,special,10年,3.46,59.73,59.73,0.0,0.0
河北省,2020,2020年河北省收费公路专项债券（五期）-2020年河北省政府专项债券（三十一期）,2071023,2020-10-22,专项债券,special,15年,3.9,1.3,1.3,0.0,0.0
河北省,2020,2020年河北省政府再融资一般债券（五期）-2020年河北省政府一般债券（十一期）,2071018,2020-10-22,一般债券,general,10年,3.46,20.56,0.0,20.56,0.0
河北省,2020,2020年雄安新区建设一般债券（二期）-2020年河北省政府一般债券（十二期）,2071019,2020-10-22,一般债券,general,20年,4.03,45.0,45.0,0.0,0.0
宁夏回族自治区,2020,2020年宁夏回族自治区政府再融资专项债券(一期）,2071012,2020-10-22,专项债券,special,30年,4.2,14.58,0.0,14.58,0.0
辽宁省,2020,2020年辽宁省地方政府再融资一般债券（七期）,104954,2020-10-21,一般债券,general,5年,3.39,77.0,0.0,77.0,0.0
海南省,2020,海南省政府再融资一般债券（四期）--2020年海南省政府一般债券（九期）,173514,2020-10-20,一般债券,general,15年,3.91,18.89,0.0,18.89,0.0
湖北省,2020,2020年湖北省政府专项债券（九十八期）,173503,2020-10-19,专项债券,special,7年,3.53,0.22,0.22,0.0,0.0
四川省,2020,2020年四川省政府再融资专项债劵（五期）,2071002,2020-10-19,专项债券,special,10年,3.46,188.11,0.0,188.11,0.0
四川省,2020,2020年四川省政府再融资一般债劵（十一期）,2071001,2020-10-19,一般债券,general,3年,3.26,25.86,0.0,25.86,0.0
湖北省,2020,2020年湖北省政府专项债券（九十九期）,173504,2020-10-19,专项债券,special,10年,3.46,8.49,8.49,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（九十六期）,173501,2020-10-19,专项债券,special,15年,3.9,7.93,7.93,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（一百零三期）,173508,2020-10-19,专项债券,special,30年,4.14,10.99,10.99,0.0,0.0
青岛市,2020,2020年青岛市政府再融资一般债券（五期）,2071003,2020-10-19,一般债券,general,10年,3.46,9.0,0.0,9.0,0.0
湖北省,2020,2020年湖北省（武汉市、黄石市、十堰市、宜昌市、孝感市、荆州市、黄冈市、咸宁市、随州市、恩施州、潜江市）棚改专项债券（十一期）-2020年湖北省政府专项债券（九十一期）,160996,2020-10-19,专项债券,special,7年,3.53,39.03,39.03,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（九十四期）,160999,2020-10-19,专项债券,special,7年,3.53,11.06,11.06,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（九十七期）,173502,2020-10-19,专项债券,special,20年,4.02,1.9,1.9,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（一百期）,173505,2020-10-19,专项债券,special,15年,3.9,11.8,11.8,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（一百零二期）,173507,2020-10-19,专项债券,special,20年,4.02,16.45,16.45,0.0,0.0
湖北省,2020,2020年湖北省（武汉市、宜昌市）棚改专项债券（十期）-2020年湖北省政府专项债券（九十期）,160995,2020-10-19,专项债券,special,5年,3.38,20.3,20.3,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（一百零五期）,173510,2020-10-19,专项债券,special,30年,4.14,2.86,2.86,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（九十三期）,160998,2020-10-19,专项债券,special,5年,3.38,1.09,1.09,0.0,0.0
湖北省,2020,2020年湖北省（武汉市、宜昌市）棚改专项债券（十二期）-2020年湖北省政府专项债券（九十二期）,160997,2020-10-19,专项债券,special,10年,3.46,19.47,19.47,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（一百零四期）,173509,2020-10-19,专项债券,special,30年,4.14,0.2,0.2,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（九十五期）,173500,2020-10-19,专项债券,special,10年,3.46,13.67,13.67,0.0,0.0
湖北省,2020,2020年湖北省政府专项债券（一百零一期）,173506,2020-10-19,专项债券,special,20年,4.02,7.91,7.91,0.0,0.0
湖北省,2020,2020年湖北省（荆门市）收费公路专项债券（六期）-2020年湖北省政府专项债券（一百零六期）,173511,2020-10-19,专项债券,special,10年,3.46,0.71,0.71,0.0,0.0
青岛市,2020,2020年青岛市政府再融资专项债券（二期）,2071004,2020-10-19,专项债券,special,15年,3.9,4.24,0.0,4.24,0.0
青岛市,2020,2020年青岛市政府再融资专项债券（三期）,2071005,2020-10-19,专项债券,special,15年,3.9,1.66,0.0,1.66,0.0
湖北省,2020,2020年湖北省（襄阳市）收费公路专项债券（七期）-2020年湖北省政府专项债券（一百零七期）,173512,2020-10-19,专项债券,special,20年,4.02,1.5,1.5,0.0,0.0
江苏省,2020,2020年第9批新增棚改专项债券,160993,2020-10-16,专项债券,special,7年,3.53,356.15,356.15,0.0,0.0
浙江省,2020,2020年浙江省地方政府再融资专项债券（五期）,2005995,2020-10-14,专项债券,special,5年,3.35,9.8,0.0,9.8,0.0
浙江省,2020,2020年浙江省地方政府再融资专项债券（六期）,2005996,2020-10-14,专项债券,special,10年,3.43,81.7,0.0,81.7,0.0
内蒙古自治区,2020,2020年内蒙古自治区政府再融资一般债券（五期）,2005998,2020-10-14,一般债券,general,10年,3.48,155.71,0.0,155.71,0.0
浙江省,2020,2020年浙江省地方政府再融资一般债券（四期）,2005994,2020-10-14,一般债券,general,10年,3.43,70.3,0.0,70.3,0.0
内蒙古自治区,2020,2020年内蒙古自治区政府再融资专项债券（二期）,2005999,2020-10-14,专项债券,special,5年,3.4,39.29,0.0,39.29,0.0
湖南省,2020,2020年湖南省园区建设专项债券（二十二期）-2020年湖南省政府专项债券（七十四期）,104947,2020-10-13,专项债券,special,20年,3.99,7.98,7.98,0.0,0.0
湖南省,2020,2020年湖南省社会事业专项债券（十八期）-2020年湖南省政府专项债券（七十八期）,104951,2020-10-13,专项债券,special,15年,3.87,4.44,4.44,0.0,0.0
湖南省,2020,2020年湖南省棚户区改造专项债券（二期）-2020年湖南省政府专项债券（八十期）,104953,2020-10-13,专项债券,special,7年,3.49,22.85,22.85,0.0,0.0
湖南省,2020,2020年湖南省水务建设专项债券（十四期）-2020年湖南省政府专项债券（七十五期）,104948,2020-10-13,专项债券,special,15年,3.87,6.23,6.23,0.0,0.0
湖南省,2020,2020年湖南省园区建设专项债券（二十一期）-2020年湖南省政府专项债券（七十三期）,104946,2020-10-13,专项债券,special,10年,3.42,2.53,2.53,0.0,0.0
湖南省,2020,2020年湖南省水务建设专项债券（十五期）-2020年湖南省政府专项债券（七十六期）,104949,2020-10-13,专项债券,special,20年,3.99,1.94,1.94,0.0,0.0
湖南省,2020,2020年湖南省社会事业专项债券（十七期）-2020年湖南省政府专项债券（七十七期）,104950,2020-10-13,专项债券,special,10年,3.42,9.6,9.6,0.0,0.0
湖南省,2020,2020年湖南省棚户区改造专项债券（一期）-2020年湖南省政府专项债券（七十九期）,104952,2020-10-13,专项债券,special,5年,3.33,9.71,9.71,0.0,0.0
湖南省,2020,2020年湖南省地方政府再融资一般债券（四期）-2020年湖南省政府一般债券（八期）,104945,2020-10-13,一般债券,general,30年,4.11,91.44,0.0,91.44,0.0
安徽省,2020,2020年安徽省政府再融资专项债券（四期）,2005993,2020-10-13,专项债券,special,3年,3.21,11.91,0.0,11.91,0.0
安徽省,2020,2020年安徽省政府再融资一般债券（六期）,2005991,2020-10-13,一般债券,general,30年,4.16,94.99,0.0,94.99,0.0
安徽省,2020,2020年安徽省政府再融资专项债券（三期）,2005992,2020-10-13,专项债券,special,30年,4.16,98.47,0.0,98.47,0.0
江西省,2020,2020年江西省地方政府再融资专项债券（三期）,104944,2020-10-13,专项债券,special,10年,3.42,33.51,0.0,33.51,0.0
江西省,2020,2020年江西省地方政府再融资一般债券（三期）,104941,2020-10-13,一般债券,general,5年,3.33,7.04,0.0,7.04,0.0
江西省,2020,2020年江西省地方政府再融资一般债券（四期）,104942,2020-10-13,一般债券,general,10年,3.42,145.65,0.0,145.65,0.0
江西省,2020,2020年江西省地方政府再融资专项债券（二期）,104943,2020-10-13,专项债券,special,5年,3.33,8.0,0.0,8.0,0.0
北京市,2020,2020年北京市地方政府再融资一般债券（七期）,2005997,2020-10-12,一般债券,general,15年,3.85,38.27,0.0,38.27,0.0
西藏自治区,2020,2020年西藏自治区地方政府再融资一般债券（一期）,104940,2020-10-12,一般债券,general,10年,3.4,19.0,0.0,19.0,0.0
陕西省,2020,2020陕西省市政及园区基础设施建设专项债券9期-2020年陕西省政府专项债券53期,2005980,2020-09-30,专项债券,special,10年,3.37,3.42,3.42,0.0,0.0
陕西省,2020,2020年陕西省棚户区改造专项债券1期-2020年陕西省政府专项债券60期,2005987,2020-09-30,专项债券,special,3年,3.13,1.5,1.5,0.0,0.0
陕西省,2020,2020年陕西省城镇老旧小区改造专项债券4期-2020年陕西省政府专项债券59期,2005986,2020-09-30,专项债券,special,20年,3.95,1.04,1.04,0.0,0.0
陕西省,2020,2020年陕西省市政及园区基础设施专项债券11期-2020年陕西省政府专项债券55期,2005982,2020-09-30,专项债券,special,20年,3.94,16.88,16.88,0.0,0.0
陕西省,2020,2020年陕西省城乡冷链物流专项债券（四期）-2020年陕西省政府专项债券（五十二期）,2005979,2020-09-30,专项债券,special,10年,3.42,0.37,0.37,0.0,0.0
陕西省,2020,2020年陕西省市政及园区基础设施专项债券12期-2020年陕西省政府专项债券56期,2005983,2020-09-30,专项债券,special,30年,4.07,9.4,9.4,0.0,0.0
陕西省,2020,2020年陕西省棚户区改造专项债券3期-2020年陕西省政府专项债券62期,2005989,2020-09-30,专项债券,special,5年,3.25,29.05,29.05,0.0,0.0
陕西省,2020,2020年陕西省国家重大战略专项债券3期-2020年陕西省政府专项债券57期,2005984,2020-09-30,专项债券,special,15年,3.82,5.0,5.0,0.0,0.0
陕西省,2020,2020年陕西省能源专项债券（二期）-2020年陕西省政府专项债券（四十四期）,2005971,2020-09-30,专项债券,special,10年,3.42,0.67,0.67,0.0,0.0
陕西省,2020,2020年陕西省农林水专项债券（七期）-2020年陕西省政府专项债券（四十六期）,2005973,2020-09-30,专项债券,special,10年,3.42,0.38,0.38,0.0,0.0
陕西省,2020,2020年陕西省交通基础设施专项债券（七期）-2020年陕西省政府专项债券（四十三期）,2005970,2020-09-30,专项债券,special,30年,4.07,19.0,19.0,0.0,0.0
陕西省,2020,2020年陕西省生态环保专项债券（五期）-2020年陕西省政府专项债券（五十一期）,2005978,2020-09-30,专项债券,special,20年,3.94,7.11,7.11,0.0,0.0
陕西省,2020,2020年陕西省城镇老旧小区改造专项债券3期-2020年陕西省政府专项债券58期,2005985,2020-09-30,专项债券,special,15年,3.82,0.58,0.58,0.0,0.0
陕西省,2020,2020年陕西省交通基础设施专项债券（六期）-2020年陕西省政府专项债券（四十二期）,2005969,2020-09-30,专项债券,special,20年,3.94,2.43,2.43,0.0,0.0
陕西省,2020,2020年陕西省社会事业专项债券（九期）-2020年陕西省政府专项债券（四十八期）,2005975,2020-09-30,专项债券,special,10年,3.37,4.2,4.2,0.0,0.0
陕西省,2020,2020年陕西省生态环保专项债券（四期）-2020年陕西省政府专项债券（五十期）,2005977,2020-09-30,专项债券,special,10年,3.37,0.2,0.2,0.0,0.0
陕西省,2020,2020年陕西省交通基础设施专项债券（五期）-2020年陕西省政府专项债券（四十一期）,2005968,2020-09-30,专项债券,special,15年,3.82,0.72,0.72,0.0,0.0
陕西省,2020,2020年陕西省农林水专项债券（八期）-2020年陕西省政府专项债券（四十七期）,2005974,2020-09-30,专项债券,special,20年,3.94,13.8,13.8,0.0,0.0
陕西省,2020,2020年陕西债棚户区改造专项债券4期-2020年陕西省政府专项债券63期,2005990,2020-09-30,专项债券,special,7年,3.41,52.3,52.3,0.0,0.0
陕西省,2020,2020年陕西省市政及园区基础设施专项债券10期-2020年陕西省政府专项债券54期,2005981,2020-09-30,专项债券,special,15年,3.82,2.79,2.79,0.0,0.0
陕西省,2020,2020年陕西省棚户区改造专项债券2期-2020年陕西省政府专项债券61期,2005988,2020-09-30,专项债券,special,10年,3.37,27.98,27.98,0.0,0.0
陕西省,2020,2020年陕西省社会事业专项债券（十期）-2020年陕西省政府专项债券（四十九期）,2005976,2020-09-30,专项债券,special,20年,3.94,8.38,8.38,0.0,0.0
陕西省,2020,2020年陕西省能源专项债券（三期）-2020年陕西省政府专项债券（四十五期）,2005972,2020-09-30,专项债券,special,15年,3.83,0.4,0.4,0.0,0.0
海南省,2020,2020年海南省基础设施专项债券（八期）--2020年海南省政府专项债券(十九期),2005951,2020-09-28,专项债券,special,10年,3.35,25.7,25.7,0.0,0.0
宁夏回族自治区,2020,2020年宁夏回族自治区政府一般债券（三期）,160989,2020-09-28,一般债券,general,30年,4.12,48.49,48.49,0.0,0.0
宁夏回族自治区,2020,2020年宁夏回族自治区水利建设专项债券(一期）—2020年宁夏回族自治区政府专项债券(十一期）,160990,2020-09-28,专项债券,special,30年,4.12,3.0,3.0,0.0,0.0
海南省,2020,2020年海南省产业园区专项债券（三期）--2020年海南省政府专项债券(二十二期),2005954,2020-09-28,专项债券,special,10年,3.35,11.5,11.5,0.0,0.0
海南省,2020,2020年海南省棚户区改造专项债券（一期）--2020年海南省政府专项债券(二十一期),2005953,2020-09-28,专项债券,special,10年,3.35,4.0,4.0,0.0,0.0
海南省,2020,2020年海南省基础设施专项债券（七期）--2020年海南省政府专项债券(十八期),2005950,2020-09-28,专项债券,special,5年,3.22,15.7,15.7,0.0,0.0
海南省,2020,2020年海南省基础设施专项债券（九期）--2020年海南省政府专项债券(二十期),2005952,2020-09-28,专项债券,special,15年,3.81,14.9,14.9,0.0,0.0
海南省,2020,2020年海南省政府再融资一般债券（三期）--2020年海南省政府一般债券（八期）,2005947,2020-09-28,一般债券,general,30年,4.07,14.7,0.0,14.7,0.0
海南省,2020,2020年海南省收费公路专项债券（三期）--2020年海南省政府专项债券(十七期),2005949,2020-09-28,专项债券,special,7年,3.39,15.2,15.2,0.0,0.0
黑龙江省,2020,2020年黑龙江省城乡发展专项债券（二十三期）--2020年黑龙江省政府专项债券（三十三期）,2005961,2020-09-28,专项债券,special,7年,3.39,2.7,2.7,0.0,0.0
黑龙江省,2020,2020年黑龙江省（哈尔滨市）城乡发展专项债券（八期）--2020年黑龙江省政府专项债券（三十六期）,2005964,2020-09-28,专项债券,special,30年,4.07,6.9,6.9,0.0,0.0
黑龙江省,2020,2020年黑龙江省（哈尔滨市）城乡发展专项债券（七期）--2020年黑龙江省政府专项债券（三十五期）,2005963,2020-09-28,专项债券,special,20年,3.93,13.27,13.27,0.0,0.0
黑龙江省,2020,2020年黑龙江省（哈尔滨市）城乡发展专项债券（六期）--2020年黑龙江省政府专项债券（三十四期）,2005962,2020-09-28,专项债券,special,10年,3.35,9.83,9.83,0.0,0.0
海南省,2020,2020年海南省政府再融资专项债券（三期）--2020年海南省政府专项债券（十六期）,2005948,2020-09-28,专项债券,special,10年,3.35,13.73,0.0,13.73,0.0
上海市,2020,2020年上海市政府再融资一般债券（三期）,2005965,2020-09-25,一般债券,general,5年,3.2,2.4,0.0,2.4,0.0
上海市,2020,2020年上海市政府再融资专项债券（四期）,2005967,2020-09-25,专项债券,special,5年,3.2,19.5,0.0,19.5,0.0
上海市,2020,2020年上海市政府再融资专项债券（三期）,2005966,2020-09-25,专项债券,special,3年,3.07,21.2,0.0,21.2,0.0
甘肃省,2020,2020年甘肃省政府棚户区改造专项债券（一期）—2020年甘肃省政府专项债券（十三期）,160983,2020-09-24,专项债券,special,7年,3.4,47.09,47.09,0.0,0.0
甘肃省,2020,2020年甘肃省政府收费公路专项债券（七期）—2020年甘肃省政府专项债券（十八期）,160988,2020-09-24,专项债券,special,20年,3.93,7.0,7.0,0.0,0.0
甘肃省,2020,2020年甘肃省政府专项债券（十六期）,160986,2020-09-24,专项债券,special,30年,4.07,30.2,30.2,0.0,0.0
甘肃省,2020,2020年甘肃省政府收费公路专项债券（六期）—2020年甘肃省政府专项债券（十七期）,160987,2020-09-24,专项债券,special,10年,3.36,3.7,3.7,0.0,0.0
甘肃省,2020,2020年甘肃省政府专项债券（十四期）,160984,2020-09-24,专项债券,special,10年,3.36,4.43,4.43,0.0,0.0
甘肃省,2020,2020年甘肃省政府专项债券（十五期）,160985,2020-09-24,专项债券,special,20年,3.93,120.57,120.57,0.0,0.0
甘肃省,2020,2020年甘肃省政府一般债券（四期）,160982,2020-09-24,一般债券,general,30年,4.07,74.64,74.64,0.0,0.0
湖北省,2020,2020年湖北省政府一般债券（六期）,2005955,2020-09-24,一般债券,general,7年,3.4,206.02,206.02,0.0,0.0
湖南省,2020,2020年湖南省社会事业专项债劵（十六期）-2020年湖南省政府专项债劵（七十一期）,160970,2020-09-23,专项债券,special,20年,3.94,5.92,5.92,0.0,0.0
湖南省,2020,2020年湖南省交通基础设施建设专项债券（十三期）-2020年湖南省政府专项债券（六十二期）,160961,2020-09-23,专项债券,special,10年,3.51,1.54,1.54,0.0,0.0
湖南省,2020,2020年湖南省交通基础设施建设专项债券（十五期）-2020年湖南省政府专项债券（六十四期）,160963,2020-09-23,专项债券,special,20年,3.94,7.11,7.11,0.0,0.0
湖南省,2020,2020年湖南省园区建设专项债券（十八期）-2020年湖南省政府专项债券（五十九期）,160958,2020-09-23,专项债券,special,10年,3.36,6.1,6.1,0.0,0.0
湖南省,2020,2020年湖南省社会事业专项债劵（十五期）-2020年湖南省政府专项债劵（七十期）,160969,2020-09-23,专项债券,special,15年,3.82,13.77,13.77,0.0,0.0
湖南省,2020,2020年湖南省园区建设专项债劵（二十期）-2020年湖南省政府专项债劵（六十一期）,160960,2020-09-23,专项债券,special,20年,3.94,12.37,12.37,0.0,0.0
湖南省,2020,2020年湖南省园区建设专项债券（十九期）-2020年湖南省政府专项债券（六十期）,160959,2020-09-23,专项债券,special,15年,3.82,17.95,17.95,0.0,0.0
新疆维吾尔自治区,2020,2020年新疆维吾尔自治区政府再融资专项债券（二期）-2020年新疆维吾尔自治区政府专项债券（二十五期）,2005940,2020-09-23,专项债券,special,20年,3.99,18.6,0.0,18.6,0.0
湖南省,2020,2020年湖南省水务建设专项债券（十一期）-2020年湖南省政府专项债券（六十五期）,160964,2020-09-23,专项债券,special,10年,3.36,5.2,5.2,0.0,0.0
湖南省,2020,2020年湖南省交通基础设施建设专项债券（十四期）-2020年湖南省政府专项债券（六十三期）,160962,2020-09-23,专项债券,special,15年,3.82,7.27,7.27,0.0,0.0
湖南省,2020,2020年湖南省社会事业专项债劵（十三期）-2020年湖南省政府专项债劵（六十八期）,160967,2020-09-23,专项债券,special,5年,3.22,1.25,1.25,0.0,0.0
湖南省,2020,2020年湖南省农林水利专项债劵（七期）-2020年湖南省政府专项债劵（七十二期）,160971,2020-09-23,专项债券,special,30年,4.07,2.0,2.0,0.0,0.0
湖南省,2020,2020年湖南省社会事业专项债劵（十四期）-2020年湖南省政府专项债劵（六十九期）,160968,2020-09-23,专项债券,special,10年,3.36,10.01,10.01,0.0,0.0
湖南省,2020,2020年湖南省水务建设专项债券（十三期）-2020年湖南省政府专项债券（六十七期）,160966,2020-09-23,专项债券,special,20年,3.94,5.58,5.58,0.0,0.0
新疆维吾尔自治区,2020,2020年新疆维吾尔自治区政府再融资一般债券（四期）-2020年新疆维吾尔自治区政府一般债券（九期）,2005939,2020-09-23,一般债券,general,15年,3.87,62.8,0.0,62.8,0.0
上海市,2020,2020年上海市政府棚改专项债券（二期）——2020年上海市政府专项债券（十一期）,160979,2020-09-23,专项债券,special,7年,3.41,31.0,31.0,0.0,0.0
上海市,2020,2020年上海市政府棚改专项债券（四期）——2020年上海市政府专项债券（十三期）,160981,2020-09-23,专项债券,special,15年,3.82,89.5,89.5,0.0,0.0
湖南省,2020,2020年湖南省水务建设专项债券（十二期）-2020年湖南省政府专项债券（六十六期）,160965,2020-09-23,专项债券,special,15年,3.82,7.72,7.72,0.0,0.0
上海市,2020,2020年上海市政府棚改专项债券（三期）——2020年上海市政府专项债券（十二期）,160980,2020-09-23,专项债券,special,10年,3.36,305.2,305.2,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十六期）,2005946,2020-09-23,专项债券,special,30年,4.07,8.3,8.3,0.0,0.0
上海市,2020,2020年上海市政府棚改专项债券（一期）——2020年上海市政府专项债券（十期）,160978,2020-09-23,专项债券,special,5年,3.22,44.2,44.2,0.0,0.0
大连市,2020,2020年大连市交通运输专项债券（三期）——2020年大连市政府专项债券（六期）,104911,2020-09-23,专项债券,special,20年,3.94,6.0,6.0,0.0,0.0
大连市,2020,2020年大连市市政和产业园区基础设施专项债券（四期）——2020年大连市政府专项债券（七期）,104912,2020-09-23,专项债券,special,20年,3.94,1.0,1.0,0.0,0.0
大连市,2020,2020年大连市政一般债券（二期）,104910,2020-09-23,一般债券,general,20年,3.94,14.0,14.0,0.0,0.0
吉林省,2020,2020年吉林省棚改专项债券（三期）-2020年吉林省政府专项债券（三十二期）,2005942,2020-09-23,专项债券,special,15年,3.82,8.9,8.9,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十五期）,2005945,2020-09-23,专项债券,special,30年,4.07,40.52,40.52,0.0,0.0
吉林省,2020,2020年吉林省棚改专项债券（二期）-2020年吉林省政府专项债券（三十一期）,2005941,2020-09-23,专项债券,special,10年,3.36,17.32,17.32,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十四期）,2005944,2020-09-23,专项债券,special,20年,3.94,48.95,48.95,0.0,0.0
吉林省,2020,2020年吉林省政府专项债券（三十三期）,2005943,2020-09-23,专项债券,special,10年,3.36,7.0,7.0,0.0,0.0
上海市,2020,2020年上海市政府一般债券（三期）,160972,2020-09-23,一般债券,general,5年,3.22,74.0,74.0,0.0,0.0
上海市,2020,2020年上海市政府一般债券（四期）,160973,2020-09-23,一般债券,general,30年,4.07,68.0,68.0,0.0,0.0
上海市,2020,2020年上海市政府专项债券（九期）,160977,2020-09-23,专项债券,special,20年,3.94,12.3,12.3,0.0,0.0
上海市,2020,2020年上海市政府专项债券（八期）,160976,2020-09-23,专项债券,special,15年,3.82,84.0,84.0,0.0,0.0
上海市,2020,2020年上海市政府专项债券（六期）,160974,2020-09-23,专项债券,special,5年,3.22,39.0,39.0,0.0,0.0
上海市,2020,2020年上海市政府专项债券（七期）,160975,2020-09-23,专项债券,special,10年,3.36,10.8,10.8,0.0,0.0
青海省,2020,2020年青海省政府专项债券（二十期）,160922,2020-09-22,专项债券,special,10年,3.42,1.44,1.44,0.0,0.0
新疆生产建设兵团,2020,2020年新疆维吾尔自治区（新疆生产建设兵团）一般债券（五期）,2005957,2020-09-22,一般债券,general,20年,3.94,18.58,18.58,0.0,0.0
新疆生产建设兵团,2020,2020年新疆维吾尔自治区（新疆生产建设兵团）一般债券（四期）,2005956,2020-09-22,一般债券,general,10年,3.37,12.42,12.42,0.0,0.0
新疆生产建设兵团,2020,2020年新疆维吾尔自治区（新疆生产建设兵团）专项债券（七期）,2005960,2020-09-22,专项债券,special,30年,4.07,10.08,10.08,0.0,0.0
新疆生产建设兵团,2020,2020年新疆维吾尔自治区（新疆生产建设兵团）专项债券（六期）,2005959,2020-09-22,专项债券,special,20年,3.94,29.68,29.68,0.0,0.0
新疆生产建设兵团,2020,2020年新疆维吾尔自治区（新疆生产建设兵团）专项债券（五期）,2005958,2020-09-22,专项债券,special,15年,3.82,8.24,8.24,0.0,0.0
青海省,2020,2020年青海省政府一般债券（四期）,160919,2020-09-22,一般债券,general,7年,3.62,79.56,79.56,0.0,0.0
青海省,2020,2020年青海省政府专项债券（二十一期）,160923,2020-09-22,专项债券,special,15年,3.87,6.38,6.38,0.0,0.0
